"Timestamp","Open access to scientific results is...","Would having open access at a reasonable price influence your decision to submit an article to a venue?","How would you propose to fund the archival of papers under an OA model?","What would be highest acceptable author processing charges per article (in $)?","Would you support ACM reducing expenses and possibly scaling back on the “Good Works” to fund OA?","What is, in your view, the primary role of the ACM?","Would you consider changing publishers if OA were not available at an acceptable price from the ACM within two years?","Should authors retain copyright of their work?","Comments on Open Access","In your field, where do important results first appear?","Have you published in a journal in the last three years?","Have you read a paper published in a journal in the last year?","Have you published in a conference in the last two years?","You publish in journals mainly because ","Would you support publishing our best conferences as special issues of a journal?","Comments on the importance of Journals in CS","The DL fulfill its role of being a convenient portal to find CS research results","The DL makes it easy to find articles","The DL’s search facility should be replaced by a commercial search engine","The DL’s archiving facility should be replaced with ArXiv","Comments about the DL","Do you work","How long ago was your first published scientific paper?","Are you a member of the ACM?","Which SIG (if any) do identify with?","Where do you spend most of your time?"
"2015/03/09 8:58:36 AM AST","a desirable feature","no","through increased conference registration costs (or attendance)","200","yes","","no","not essential","","conferences","no","yes","yes","","yes","","5","5","2","3","","academia","20+ years ago","yes","PLAN","Europe"
"2015/03/09 9:13:50 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","yes","","conferences","no","no","no","they allow long form results","no","","2","3","4","3","","academia","20+ years ago","yes","","North America"
"2015/03/09 9:54:42 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","","yes","yes","","conferences","yes","no","yes","it is expected by your employer","yes","","3","5","1","4","","academia","<10 years ago","no","SIGMOD","South America"
"2015/03/09 9:59:29 AM AST","a moral imperative","no","    XXX","0","yes","","yes","yes","","journals","yes","yes","yes","they allow one to present completed research","","","3","3","1","4","","academia","20+ years ago","no","","Europe"
"2015/03/09 10:12:15 AM AST","a moral imperative","yes","both of the above, plus increased ACM membership fees for non-students","1000","no","Provide an organisational framework for conferences. Represent the CS community in an official capacity (although clearly the extent to which ACM actually does so is debatable, particularly as the nature of the community has changed). Do 'Good Works', although it may be worth considering a division of responsibility between those two things, since I can be supportive of the latter while disagreeing with the ACM's role as representative.","yes","yes","Absolutely essential, and to the extent that other orgs in CS, e.g., USENIX, are following that approach it makes ACM 'look bad' to not do so.","conferences","no","no","yes","I don't","yes","Very low. In such a fast-moving field, with a high volume of new content creation, I very rarely look at journals. To the extent that journals serve a purpose as a repository for extended versions of selected papers, they clearly need to be part of OA, otherwise nobody will look at those papers. However, it seems reasonable for journals to charge a fee to authors that wish to publish such an extended paper.","1","1","5","5","DL expenses could be significantly reduced by partnering with other providers of similar services, potentially as part of a donation to support the goals of ACM. Furthermore, DL could increase its value to the community by extending its scope to cover other sources of content in CS, e.g., other conferences, such as USENIX, and thus potentially bring in revenue for ACM.

To the extent that the DL could provide an authoritative registry of CS papers it could have value: currently the approach I take if I find something on the DL is to immediately go to Google and look for versions published by authors that are more accessible.","industry","20+ years ago","no","","North America"
"2015/03/09 10:15:29 AM AST","a desirable feature","yes","through author processing charges","200","yes","","yes","not essential","","conferences","no","no","yes","","yes","","3","3","2","4","","academia","20+ years ago","yes","SIGOPS","North America"
"2015/03/09 10:25:38 AM AST","a moral imperative","yes","through author processing charges","1000","yes","Facilitate knowledge.","yes","not essential","","conferences","no","yes","no","","yes","","3","3","4","3","","academia","haven't yet","yes","","North America"
"2015/03/09 10:28:51 AM AST","a moral imperative","yes","through author processing charges","200","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they are more prestigious;It is a must for academic career in my country","yes","","2","3","2","2","","academia","<10 years ago","no","","Europe"
"2015/03/09 11:21:23 AM AST","a moral imperative","yes","through author processing charges","100","no","make it available to all for free","yes","yes","","both","no","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;they are more prestigious;it is expected by your employer","yes","","3","3","1","4","","academia","<10 years ago","no","","Europe"
"2015/03/09 11:22:56 AM AST","a desirable feature","yes","through increased conference registration costs (or attendance)","200","yes","Organizing conferences.","no","not essential","More important than retaining copyright is maintaining open access to papers.","conferences","yes","yes","yes","they allow one to present completed research","i think it is gratuitous","Little to none.","5","5","3","4","","industry","10+ years ago","yes","SIGOPS","North America"
"2015/03/09 11:29:13 AM AST","a moral imperative","yes","Voluntary funding through a combination of academic and government sources, as well as some author processing charges","700","yes","To encourage improvements to the field of computer science (to the extent that ""computer science"" is a well-defined field).","no","yes","If our goal is to further our knowledge of computer science, open access is the way to do it - the more people have access to the body of knowledge, the more that body of knowledge will grow and be used in many ways.

While most academic institutions have subscriptions to services like the ACM DL, many (if not most) developers in industry do not have such access, so open access would help the transfer of ideas from academia to industry.

Finally, I think open access requires a different view of the service that publishers provide. In the Internet age, authors can distribute their papers effectively for free (by posting on their website). The critical service is the peer reviews that say a paper is worth reading and disseminating. Effectively, an acceptance through peer review is a ""seal of approval"" that acts as a filtering criterion for those looking for valuable papers in their area. So the key question is, who should pay for the work that goes into the seal of approval process?","conferences","no","yes","no","","yes","","4","4","4","4","I've rarely used the DL as anything more than the ""official"" source of a paper. Its citation tracking and bibtex formatting are poor in comparison to other sources, though (e.g. Google Scholar, Microsoft Academic Search, dblp).","academia","haven't yet","no","SIGPLAN","North America"
"2015/03/09 11:58:13 AM AST","a moral imperative","no","through increased conference registration costs (or attendance)","0","yes","Foster the computer science community, broaden its audience.","yes","not essential","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","","4","5","3","3","","academia","10+ years ago","no","SIGLOG","Europe"
"2015/03/09 12:04:23 PM AST","a moral imperative","yes","voluntary work","0","no","","yes","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","3","3","3","3","","academia","<10 years ago","no","LOG","Europe"
"2015/03/09 12:08:29 PM AST","a moral imperative","yes","less margin by editors","0","yes","organise distribution of knowledge throug the organisation of conferences and management of journal, always with the help of researchers with an active position in an academic institution.
ACM provides the tools for them to do this work, and in exchange they get money to pay the people that make the system (i.e. ACM, not the researchers) work.
Their role is NOT to make money like a big company, but to act more like an association that is making enough money to live.","yes","yes","","conferences","yes","yes","yes","they allow long form results;they are more prestigious;it is expected by your employer","yes","Things go fast, most journal contain outdated information, but still it is needed for bureaucratic reasons (prestige, imposed by hierarchy, etc) and not for humanist reasons.
Still, journals are useful when they are not used for the aforementioned objectives, which is quite rare, most of the time people abuse the system.","4","4","2","3","","industry","<10 years ago","no","","Europe"
"2015/03/09 12:49:48 PM AST","a desirable feature","yes","through author processing charges","100","yes","","no","not essential","","conferences","no","yes","no","they allow long form results;they are more prestigious","yes","","4","4","3","3","","industry","20+ years ago","yes","","North America"
"2015/03/09 12:53:24 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","","","no","yes","","conferences","yes","yes","yes","it is expected by your employer","yes","","5","5","3","3","","academia","10+ years ago","yes","CHI","North America"
"2015/03/09 1:13:38 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they provide better reviews","","","1","1","1","4","","academia","<10 years ago","no","","North America"
"2015/03/09 1:15:32 PM AST","a moral imperative","yes","Grants, donations","200","yes","Coercing researchers into paying the ACM to sell their work and keep all the profits.","no","yes","Scientific information should be shared freely. Much of it is funded by taxes, meaning the results should be freely available to the people who paid those taxes. Furthermore, science depends on a free exchange of ideas, which is severely hampered when publishers hold the copyright and charge exorbitant fees to access the work.","conferences","no","no","yes","they allow one to present completed research;they are more prestigious","yes","I see journals as a place to archive significant results that have had the chance to develop and stood the test of time. This strikes me as a very different role from other fields, where journals are the normal publishing direction.","4","4","3","4","It's useful as a repository of papers and they seem to have almost everything. I'm fortunate to be part of a university who pays the fees so I can access the DL from campus, but otherwise most everything would be behind a paywall for me.

Google also works well to find papers hosted on authors' web sites. This is what I would primarily use if my university didn't provide DL access.","academia","<10 years ago","no","SIGPLAN","North America"
"2015/03/09 1:17:33 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","Information dissemination","yes","yes","","conferences","no","yes","yes","I don't","yes","","4","5","2","3","","academia","20+ years ago","yes","OPS/MOD","North America"
"2015/03/09 2:45:49 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","The ACM is a professional organization of computer scientists that facilitates advancing the field through disseminating research, outreach programs that aim to increase diversity in the field, and through bringing top computer scientists together at conferences.","yes","not essential","The ACM has a duty to preserve research published through it in perpetuity. While authors have the ability to provide free copies of their papers on their personal pages, those pages are transient while ACM will archive the paper forever.

I believe it is important that the ACM does not safeguard research publications behind a paywall. However, I realize that the paywall itself is responsible for a large portion of the ACM's income. So I am not sure what the organization would look like should we remove that source of income. From this survey, it appears that changing the role of journals would be a decent way to decrease overhead, which is a step toward no longer requiring funds from the paywall.","conferences","no","no","yes","","yes","I do not publish in journals. I understand that others feel like it is a valuable way to publish longer-form versions of papers, and others cling to the nostalgic notion that ""real"" sciences are built upon journal publications.

But if none of us are interested in publishing in journals, and our top work is published elsewhere, it is clearly not worth keeping journals in their current form and budget. In addition, it's important to remember journals for their original intent: to preserve important scientific results. We now have electronic mediums through which we can preserve and archive our results, and disseminate them with very low cost. Of all of the scientific fields out there, we should be the field looking forward, and pushing science forward by archiving not just our papers, but software artifacts and data sets, which cannot be preserved through a journal publication.","1","3","3","3","I am not familiar with the DL's search facility because I frequently use Google Scholar. But I do believe it is important to have a decent way to categorize / catalog / search papers in the DL.

> The DL fulfill its role of being a convenient portal to find CS research results

I voted '1' because I am not able to use the DL to read papers from home without configuring some sort of VPN or proxy through the university. This is the opposite of convenient.","academia","<10 years ago","yes","","North America"
"2015/03/09 3:14:47 PM AST","a moral imperative","yes","Like research itself","0","no","To socially represent legitime and proffessional interests of their members. ","yes","not essential","Actual interest on science dissemination mean to adopt a Open Access policy. Any effort on that direction, for sure, will be very appreciated","both","yes","yes","yes","it is expected by your employer;local indicators are based on journals","It is necessary and reduce referee time","A local study showed as journal and conference papers have similar impacts. Therfo

http://sccc.ucv.cl/wp-content/uploads/2013/04/Caracterizacion-de-las-Publicaciones-en-Ciencia-de-la-Computacion.pdf","4","4","5","3","Good platform, however Scholar from Googe offers better search choices. On the other side, to offer a close protocol (like systematic review) as part of search platform would be a very added value.","academia","10+ years ago","no","Software Engineering","South America"
"2015/03/09 3:17:24 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","To support the computer science research community in promoting research","yes","yes","","journals","yes","yes","yes","they allow long form results;they are more prestigious","yes","","2","3","2","3","The search algorithm and result page need improvement, otherwise it's a great resource.","academia","<10 years ago","yes","SIGCHI","North America"
"2015/03/09 3:18:54 PM AST","a desirable feature","yes","through author processing charges","200","no","","no","yes","","conferences","yes","yes","yes","they allow long form results;they provide better reviews;it is expected by your employer","yes","","3","2","5","4","","academia","10+ years ago","yes","SIGPLAN, SIGSOFT","South America"
"2015/03/09 3:22:50 PM AST","a desirable feature","yes","through author processing charges","200","yes","Representing the interests of its members.","yes","yes","","both","yes","yes","yes","they allow long form results;conference proceedings published as special issues","yes","","2","3","3","3","","academia","<10 years ago","yes","Sigsoft","Europe"
"2015/03/09 5:35:13 PM AST","a moral imperative","yes","through author processing charges","700","no","","yes","yes","","both","yes","yes","yes","they allow long form results;they are more prestigious","yes","","3","3","2","2","","academia","<10 years ago","no","Chi ","North America"
"2015/03/09 5:41:44 PM AST","a moral imperative","yes","don't know","0","yes","","yes","not essential","","conferences","no","yes","yes","","","","4","3","2","3","","academia","<10 years ago","yes","","South America"
"2015/03/09 5:43:35 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","no","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious","yes","","3","3","2","4","","industry","<10 years ago","no","","Europe"
"2015/03/09 6:17:43 PM AST","a moral imperative","yes","Will require redefinition of publishers' tasks. For example, USENIX is already able to provide Gold OA with reasonable fees.","100","yes","Now that printed proceedings are disappearing, their task is not clear anymore. Primary role should be to guarantee convenient access to high-quality research.","yes","yes","","conferences","no","yes","yes","Not interested in journals.","No opinion.","","1","4","3","3","If people are unable to access the DL without subscription, it does not fulfill its role as a convenient portal. Science is not limited to academia.","academia","<10 years ago","no","SIGCOMM","Europe"
"2015/03/09 6:57:24 PM AST","a moral imperative","yes","through author processing charges","100","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","","4","3","1","3","","academia","<10 years ago","no","SIGCHI","Europe"
"2015/03/09 7:09:05 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","Promotion of the computer science profession (inclusive of both academics and industry professionals).","no","yes","","conferences","no","yes","no","they are more prestigious","yes","The publication of long-form articles and survey articles of fields should be promoted. There's far too much ""salami publishing"" of minor incremental research results. ","4","4","1","4","","industry","10+ years ago","yes","","Asia"
"2015/03/09 9:19:10 PM AST","a desirable feature","yes","through author processing charges","200","yes","To act as a professional organisation for computer scientists. This includes maintaining the digital library.","no","yes","","conferences","yes","yes","yes","To reach a broader audience (ACM queue and CACM)","no","","5","4","3","2","","academia","20+ years ago","yes","SIGPLAN ","Europe"
"2015/03/09 10:42:03 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","not essential","","conferences","yes","no","yes","it is expected by your employer","yes","","2","2","3","2","","academia","<10 years ago","yes","plan","North America"
"2015/03/09 11:46:59 PM AST","a moral imperative","yes","bittorrent","0","yes","Help organize conferences. Acting as diplomat, leadership, etc. to encourage good practices.","yes","yes","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","1","1","5","5","","academia","<10 years ago","yes","SIGPLAN","North America"
"2015/03/10 1:37:34 AM AST","a moral imperative","yes","there should be no price","0","yes","to take peoples money and charge exoberiant fees for conferences","yes","yes","this is the way it should be","conferences","yes","yes","yes","silly university administration thinks it is important","no","waste of time","5","5","5","1","","academia","10+ years ago","yes","SIGPLAN SIGCHI","North America"
"2015/03/10 1:51:08 AM AST","a moral imperative","yes","http://arxiv.org/","0","yes","","yes","yes","","conferences","no","yes","yes","they allow one to present completed research;they provide better reviews","yes","","1","1","5","5","","academia","<10 years ago","yes","SIGSOFT","Asia"
"2015/03/10 3:05:51 AM AST","a desirable feature","yes","through author processing charges","700","yes","","yes","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;it is expected by your employer","yes","","4","4","1","3","","academia","20+ years ago","no","","Europe"
"2015/03/10 4:12:22 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","a free database with all articles on computer science","yes","yes","","conferences","yes","yes","yes","it is expected by your employer","yes","","2","3","1","","","academia","10+ years ago","no","","Europe"
"2015/03/10 4:49:46 AM AST","a moral imperative","no","through increased conference registration costs (or attendance)","100","","","yes","not essential","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","5","5","5","3","","academia","<10 years ago","yes","SIGPLAN","Europe"
"2015/03/10 5:01:12 AM AST","a moral imperative","yes","any source possible, cost per paper should be LOW","100","yes","Organizing conferences, providing publication venues, and perpetual archiving of both papers AND DATA (this is not being done yet)","yes","not essential","Papers that cannot be indexed and accessed easily for free (including via institutional subscriptions, but this is not generally available) are in many cases as good as thrown into the dust bin of publishing. Practically all literature search today is via Google, and the full text must be available at the click of a link for the paper to have an impact.","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious;they do not require travel/registration to a conference; you can revise and resubmit","waste of time/space/effort - they're already in the DL","Main importance is a more relaxed reviewing procedure where there is no deadline so discussions with the editors are possible, and reduced (or no) page limits.  But ACM journals specifically often are so competitive and elitist that they publish so few papers as to make themselves irrelevant to the general progress of the field.
","4","3","4","3","Typing a conference acronym in the search box should immediately bring you to the archive for that conference, not to a jumble of papers appearing in this conference over different years or citing papers that have appeared in it.
","academia","20+ years ago","no","SIGOPS, SIGSOFT, SIGMETRICS","Middle east"
"2015/03/10 5:51:31 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","Help spread the knowledge about computer science research.","yes","not essential","","conferences","no","yes","yes","","yes","","5","3","3","5","","academia","<10 years ago","no","","Europe"
"2015/03/10 9:57:03 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","Speaking as a non-US researcher, for me it is to act as a high-quality publisher of computing research.  I suspect within the US, there are probably different opinions, but it is only in the role of publisher that I am familiar with ACM.","no","yes","I like the current ACM setup, especially the new option where authors retain copyright of their work, ACM have a licence to publish, and authors can post the paper on their own and their institution's web site.  I always post my papers on my own website, so as far as I am concerned, my research is open access.","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious;it is expected by your employer","no","In my field, journals are a place to publish capstone papers, potentially joining together several related conference papers, into a paper that allows a more in-depth view of a topic than page-limited journals.","3","3","3","3","","academia","10+ years ago","no","SIGCSE","Europe"
"2015/03/10 10:26:51 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","","yes","yes","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","2","2","1","4","","academia","<10 years ago","no","SIGLOG","Europe"
"2015/03/10 11:02:12 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","","yes","not essential","","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","4","4","5","3","","industry","10+ years ago","yes","SIGOPS","Europe"
"2015/03/10 11:36:24 AM AST","a desirable feature","yes","Voluntary support by institutions","0","yes","Help people network and publish paper for free (ie zero cost for author and zero cost for reader).","yes","yes","Msot of the time, when ""open access"" wording is used, it does not open access. It means having authors, who provide their papers, pay for them to be published. This is a perverted meaning. Author are producing papers, they should not pay to have them published.
So I'm not happy having ""open access"" being used by editors and publishers. It's marketing only.
True open access means access open to all for free (and at no charge for the author). And that is possible because the costs are drammatically decreasing:
- writing is done by the authros, who arealready paid for this
- reviewing is done by the research community, for free (that's part of the job), supported by free online tools (Easychair, Scienceconf, etc.)
- publication is done on the web, in open archives, which are free and open for all to access (paid by institutions that maintain them).
","both","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","","3","3","3","5","DL is a repositiory of papers. So it should be within an open archive (ArXiV or others).","academia","10+ years ago","yes","","Europe"
"2015/03/10 11:39:22 AM AST","a moral imperative","yes","through author processing charges","200","no","Supporting Computer Science research and education.","yes","not essential","","conferences","no","yes","yes","","yes","","2","3","1","3","","academia","<10 years ago","yes","SIGPLAN","North America"
"2015/03/10 11:41:07 AM AST","a desirable feature","yes","through increased conference registration costs (or attendance)","100","yes","Support CS research and education","no","not essential","","conferences","no","yes","no","they allow long form results;they allow one to present completed research;they provide better reviews","no","The journal should be used after the idea has been properly evaluated.  Many results in conferences end up not going anywhere. ","4","3","4","1","Using google one gets a link into DL.  DL holds the information.  The indexing is external.","academia","20+ years ago","yes","SIGPLAN","North America"
"2015/03/10 11:47:48 AM AST","a desirable feature","no","through increased conference registration costs (or attendance)","100","no","","yes","yes","","conferences","yes","yes","yes","they allow one to present completed research;they are more prestigious","yes","","4","2","3","2","","academia","<10 years ago","yes","SIGSOFT","North America"
"2015/03/10 11:49:58 AM AST","a moral imperative","yes","copyright release is more important than archive","200","yes","","yes","yes","Author retains copyright; agrees to creative Commons license to ensure open access.","conferences","no","no","yes","","no","Given the current system, journals add nothing ","1","1","5","5","Relic.","industry","20+ years ago","yes","ops","North America"
"2015/03/10 12:46:35 PM AST","a moral imperative","yes","Institutions' funding","0","","I don't understand the question","yes","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","Journals are not central in my publication strategy","3","3","1","4","","academia","10+ years ago","no","SIGCSE SIGSIM SIGOPS","Europe"
"2015/03/10 12:50:43 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","Act as a repository of papers for academics. Industry-types don't generally seem to know or care about ACM's mission.","yes","yes","","conferences","no","yes","yes","they allow long form results","no","","4","4","3","4","","academia","<10 years ago","no","","North America"
"2015/03/10 4:35:42 PM AST","a desirable feature","no","through author processing charges","700","no","","yes","yes","","conferences","no","yes","yes","","yes","","1","1","3","1","","industry","10+ years ago","yes","","North America"
"2015/03/10 5:09:05 PM AST","a moral imperative","yes","through author processing charges","100","yes","establish and maintain high quality publishing venues for computer science research; set minimum curriculum standards for computer science undergraduate education ","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","Best summarized in the following quote ""If you want and care about other people using your research results in their projects or reproducing your research, write a journal paper with all the details. If you don't, just stick to conferences"". This assumes that journals actually publish long papers (25+ pages) and the editors actually find good reviewers, both of which are not true for many IEEE Computer Science journals. ","5","3","5","3","Make it open access","industry","<10 years ago","yes","","North America"
"2015/03/10 5:31:09 PM AST","a moral imperative","yes","fund raising, external grants","100","yes","structural backbone for research publication and communication","no","not essential","","both","yes","yes","yes","they allow long form results;they are more prestigious","no","conferences as prestigious publication outlets are a leftover from the good old times protected by equally old people caring for their investments","3","2","3","3","","academia","20+ years ago","yes","","Europe"
"2015/03/10 7:25:10 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","To serve its members - not its headquarters staff.

I actually like its stated goals, but they seem to have been somewhat misplaced in efforts to support the organization rather than its members, or society.

It hugely annoys me that the volunteer work of people done in publications is treated as a cash cow for other activities.","yes","yes","USENIX seems to be doing a decent job of providing high-quality open access, without ACM's excessive fees - and bureaucracy.","conferences","no","yes","yes","","no","It seems to vary by field.  In mine (systems), they are largely irrelevant: the vast majority of interesting stuff comes from conferences.

As conferences move away from printed proceedings, length limitations seem to matter less, and a key (potential) advantage of journals goes away.

Double-publication (conference+journal) is generally a bad idea; few people seem to do major revisions of a conference paper before submitting to a journal.

Meanwhile, ACM seems totally focused on journals, and treats conferences as second-class citizens.  (Example: does it provide any support at all for program committee/publication chairs?  Nope.  Does it charge 16% of income for any conference associated with it?  Yup.)","1","4","3","3","The bibtex data from the DL is frequently wrong.

I don't think the ACM DL search is great - but at least it's far less bad than IEEE.  Besides: I usually use Google to find stuff, so the value of in-DL search is low.

ACM provides zero transparency into the technology underneath the DL, so I have no feel for whether it is competent/safe/secure, or whether ArXiv is better or worse - but at least doing things in the open is likely to be more carefully scrutinized, and less error-prone.","industry","<10 years ago","yes","SIGOPS","North America"
"2015/03/10 7:52:43 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","100","yes","run conferences","yes","yes","","conferences","yes","no","yes","","no","there is absolutely none","3","1","5","5","not necessary","academia","<10 years ago","yes","OPS","North America"
"2015/03/10 8:30:31 PM AST","a moral imperative","yes","through author processing charges","200","no","To provide a venue for scientific research to be moved forward and to give back to the community with these scientific findings. ","yes","yes","Open access is good. Retaining copyright is good - authors made the papers why should they not have copyright? ACM should still earn something t o keep them in the black so that they can still provide this venue for pushing our field forward.","journals","yes","yes","no","they allow long form results;they allow one to present completed research","yes","We need a way to integrate all the research in one umbrella.","5","5","1","3","","industry","<10 years ago","yes","SIGHPC, SIGOPS","North America"
"2015/03/10 8:43:09 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","yes","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","","","","","","industry","<10 years ago","yes","sifmod","North America"
"2015/03/10 8:55:55 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","no","not essential","","conferences","yes","yes","yes","generally don't, unless an invite article to ToCS or similar","no","","5","5","2","3","","academia","10+ years ago","yes","SIGOPS","Asia"
"2015/03/10 9:03:14 PM AST","a desirable feature","yes","through learned societies; not sure archiving is the main cost in publishing though","100","","","no","not essential","","conferences","yes","no","yes","","","","","","","","","academia","10+ years ago","no","","Europe"
"2015/03/11 8:27:07 AM AST","a moral imperative","yes","through author processing charges","200","no","","no","yes","","conferences","yes","yes","yes","they allow one to present completed research;they are more prestigious","yes","","4","5","3","3","","academia","10+ years ago","yes","SIGCSE","North America"
"2015/03/11 8:52:46 AM AST","a moral imperative","yes","through normal conference registration costs","100","yes","","yes","yes","","conferences","no","yes","yes","they allow long form results","","","3","4","3","3","","academia","<10 years ago","no","","Europe"
"2015/03/11 8:57:22 AM AST","a moral imperative","yes","I don't think additional funds are necessary","0","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","","","","","","","academia","<10 years ago","no","","Europe"
"2015/03/11 9:31:51 AM AST","a moral imperative","yes","through author processing charges","1000","yes","Supporting/maintaining and enhancing the digital library","yes","not essential","We live in a complex world and there are complex problems surrounding the publication culture in computer science and software engineering. Open access in general can be seen as another threat to high quality ground breaking research results. I like the idea that to publish a paper one must pay a fee for this reason too; first think hard then write a paper as opposed to select a deadline and imagine which result might fit (a) the forum and (b) the time frame. I'd hope we would all read less and learn more.

","conferences","yes","yes","yes","it is expected by your employer","yes, but not for archival purposes but as intrinsic a priori part of the publishing process; i.e. including revisions to improve quality.","I would not care about open access conference proceedings as much as open access peer reviewed online papers (like peerj). Classical journals are of the past; let our field jump ahead into the future. ","5","5","3","5","The DL is an important source of older publications for which funding should be allocated to maintain it in the future.","academia","10+ years ago","yes","SIGPLAN","Europe"
"2015/03/11 10:21:23 AM AST","a moral imperative","no","I think that one or more national/legal deposit libraries should provide and pay for a suitable archive","0","yes","None, but several prestigious and useful conferences are ""owned"" by the ACM (even though they could perhaps just as well be independent).

Perhaps the ACM is more relevant to Americans than to others.","no","yes","","conferences","yes","no","yes","","","","1","1","","5","","academia","10+ years ago","no","SIGPLAN","Europe"
"2015/03/11 11:50:25 AM AST","a moral imperative","no","Cost of printing book and journals","0","yes","Human knowledge belongs to the world!","yes","yes","","both","no","yes","no","they allow one to present completed research","yes","","1","1","1","5","","industry","haven't yet","yes","","Asia"
"2015/03/11 11:50:49 AM AST","a desirable feature","yes","through author processing charges","100","no","","yes","yes","","conferences","no","yes","no","they allow long form results;they are more prestigious","yes","","5","5","3","3","","industry","<10 years ago","yes","","North America"
"2015/03/11 11:52:55 AM AST","a moral imperative","yes","A combination of these. Author processing charges are okay, but should come with waivers for poor countries and other special circumstances ","700","yes","Developing computer science in a wider sense. ","no","yes","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","2","3","3","2","","industry","10+ years ago","yes","Sigplan","Europe"
"2015/03/11 11:57:22 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;it is expected by your employer","yes","","5","2","5","5","","academia","20+ years ago","yes","","North America"
"2015/03/11 12:05:27 PM AST","a moral imperative","yes","through author processing charges","100","yes","To organise and disseminate research in computer science and similar areas.","yes","not essential","","conferences","no","yes","no","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","3","1","5","5","","academia","haven't yet","yes","PLAN","Europe"
"2015/03/11 12:14:47 PM AST","a desirable feature","no","The above options may affect student authors. We need find other ways.","0","no","","no","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","They are the only peer reviewed medium for publishing long formats and proofs and detailed explanations.  ","4","5","1","2","","academia","<10 years ago","yes","SIGPLAN","Europe"
"2015/03/11 12:14:52 PM AST","a desirable feature","no","The above options may affect student authors. We need find other ways.","0","no","","no","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","They are the only peer reviewed medium for publishing long formats and proofs and detailed explanations.  ","4","5","1","2","","academia","<10 years ago","yes","SIGPLAN","Europe"
